Fecha;Sexo;Área o sector de donde proviene?;Área o dependencia donde fue atendido:;Nombre del  funcionario que lo atendió:;quitar espacios;estandarizar (mayus o minus);quitar tildes;Combinado;¿Cuánto tiempo tuvo que esperar para ser atendido?;¿Cómo fue el trato y la atención que recibió por parte del funcionario que lo atendió?;¿Cómo califica su satisfacción respecto de la información suministrada?;¿Las instaciones donde fue atendido son cómodas y seguras?;¿Los horarios de atención al público son puntuales, adecuados y respetados?;¿Cómo calificaría su nivel de satisfacción, frente a la prestación de servicios de la Alcaldía?;Comentarios o Sugerencias;Edad;¿Pertenece a un grupo Poblacional con enfoque diferencial ?;Ejertcicio 1.1;Ejertcicio 1.2;Ejertcicio 1.3;Ejertcicio 2.1;Ejertcicio 2.2
4/11/2023 15:43;Hombre;Rural;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
4/11/2023 14:57;Mujer;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
4/03/2023 15:11;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 10 a 20 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
4/03/2023 14:53;Mujer;Rural;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
03/30/2023 03:03:49 PM;Hombre;Rural;Secretaria de Planeación;Laura Calderon;Secretaria de Planeación;SECRETARIA DE PLANEACIÓN;SECRETARIA DE PLANEACION;SECRETARIA DE PLANEACION;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Laura;Calderon;LAURA CALDERON;Secretaria de Planeación;secretaria de planeación
03/29/2023 09:31:48 PM;Hombre;Rural;Secretaria de Hacienda;Nelly Pererez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;18-26 Años (Juventud);Ninguna;Nelly;Pererez;NELLY PEREREZ;Secretaria de Hacienda;secretaria de hacienda
03/29/2023 05:36:37 PM;Mujer;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
03/29/2023 05:30:07 PM;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 10 a 20 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
03/23/2023 05:03:05 PM;Mujer;Rural;Secretaria de Minas y ambiente;Marina Neme;Secretaria de Minas y ambiente;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Marina;Neme;MARINA NEME;Secretaria de Minas y ambiente;secretaria de minas y ambiente
03/23/2023 03:35:58 PM;Mujer;Rural;Inspección de policia;Alfonso Ahumada;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Alfonso;Ahumada;ALFONSO AHUMADA;Inspección de policia;inspección de policia
03/23/2023 03:32:11 PM;Mujer;Rural;Comisaría de Familia;Nancy Rojas;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
03/22/2023 04:55:01 PM;Hombre;Rural;Sisben;Jorge Bello;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Sisben;sisben
03/21/2023 05:56:47 PM;Mujer;Rural;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
03/21/2023 02:43:37 PM;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 10 a 20 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
03/21/2023 02:29:28 PM;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
03/17/2023 03:28:29 PM;Hombre;Rural;Comisaría de Familia;Nancy Rojas;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
03/16/2023 03:29:23 PM;Mujer;Urbana;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
3/10/2023 14:40;Mujer;Rural;Secretaria de Minas y ambiente;Marina Neme;Secretaria de Minas y ambiente;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Marina;Neme;MARINA NEME;Secretaria de Minas y ambiente;secretaria de minas y ambiente
3/10/2023 14:23;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
3/07/2023 15:51;Hombre;Rural;Inspección de policia;Alfonso Ahumada;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Alfonso;Ahumada;ALFONSO AHUMADA;Inspección de policia;inspección de policia
3/07/2023 15:22;Hombre;Rural;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
3/07/2023 14:24;Hombre;Rural;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
3/03/2023 21:31;Hombre;Rural;Inspección de policia;Alfonso Ahumada;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Alfonso;Ahumada;ALFONSO AHUMADA;Inspección de policia;inspección de policia
3/03/2023 17:11;Mujer;Urbana;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
3/03/2023 13:33;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
3/01/2023 16:00;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;18-26 Años (Juventud);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
3/01/2023 14:54;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;12-17 Años (Adolecencia);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
3/01/2023 14:17;Hombre;Rural;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
3/01/2023 14:02;Mujer;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
3/01/2023 13:45;Mujer;Rural;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;12-17 Años (Adolecencia);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
3/01/2023 13:34;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
02/28/2023 07:27:30 PM;Hombre;Urbana;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
02/27/2023 03:26:31 PM;Mujer;Urbana;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
02/24/2023 02:21:48 PM;Hombre;Urbana;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
02/17/2023 01:47:00 PM;Mujer;Urbana;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
02/16/2023 03:25:34 PM;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
02/16/2023 02:15:57 PM;Hombre;Rural;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
2/08/2023 14:26;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
2/08/2023 14:23;Mujer;Rural;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
2/07/2023 21:20;Hombre;Rural;Secretaria de cultura y deportes;Marina Neme;Secretaria de cultura y deportes;SECRETARIA DE CULTURA Y DEPORTES;SECRETARIA DE CULTURA Y DEPORTES;SECRETARIA DE CULTURA Y DEPORTES;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Marina;Neme;MARINA NEME;Secretaria de cultura y deportes;secretaria de cultura y deportes
2/06/2023 17:22;Hombre;Rural;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
2/06/2023 13:40;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
2/06/2023 13:23;Hombre;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
2/03/2023 20:43;Mujer;Urbana;Secretaria de Planeación;Laura Calderon;Secretaria de Planeación;SECRETARIA DE PLANEACIÓN;SECRETARIA DE PLANEACION;SECRETARIA DE PLANEACION;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Laura;Calderon;LAURA CALDERON;Secretaria de Planeación;secretaria de planeación
2/02/2023 19:53;Mujer;Rural;Inspección de policia;Alfonso Ahumada;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Alfonso;Ahumada;ALFONSO AHUMADA;Inspección de policia;inspección de policia
2/02/2023 13:44;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 20 a 30 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
2/02/2023 13:35;Hombre;Rural;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
2/01/2023 15:21;Mujer;Rural;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
01/31/2023 07:54:17 PM;Mujer;Rural;Despacho Alcaldia;Ximara Rodriguez;Despacho Alcaldia;DESPACHO ALCALDIA;DESPACHO ALCALDIA;DESPACHO ALCALDIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Ximara;Rodriguez;XIMARA RODRIGUEZ;Despacho Alcaldia;despacho alcaldia
01/31/2023 03:14:50 PM;Hombre;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
01/31/2023 02:13:11 PM;Mujer;Rural;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
01/30/2023 03:48:42 PM;Mujer;Rural;Secretaria de Gobierno;Mayerly Contreras;Secretaria de Gobierno;SECRETARIA DE GOBIERNO;SECRETARIA DE GOBIERNO;SECRETARIA DE GOBIERNO;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Mayerly;Contreras;MAYERLY CONTRERAS;Secretaria de Gobierno;secretaria de gobierno
01/30/2023 03:33:24 PM;Hombre;Rural;Inspección de policia;Alfonso Ahumada;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Alfonso;Ahumada;ALFONSO AHUMADA;Inspección de policia;inspección de policia
01/30/2023 01:59:53 PM;Mujer;Rural;Secretaria de cultura y deportes;Marina Neme;Secretaria de cultura y deportes;SECRETARIA DE CULTURA Y DEPORTES;SECRETARIA DE CULTURA Y DEPORTES;SECRETARIA DE CULTURA Y DEPORTES;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Marina;Neme;MARINA NEME;Secretaria de cultura y deportes;secretaria de cultura y deportes
01/26/2023 02:47:44 PM;Hombre;Rural;Inspección de policia;Alfonso Ahumada;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Alfonso;Ahumada;ALFONSO AHUMADA;Inspección de policia;inspección de policia
01/26/2023 02:41:27 PM;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;18-26 Años (Juventud);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
01/26/2023 02:37:19 PM;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
01/25/2023 04:52:28 PM;Hombre;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
01/24/2023 08:16:07 PM;Hombre;Rural;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
01/24/2023 05:17:36 PM;Hombre;Rural;Inspección de policia;Alfonso Ahumada;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Alfonso;Ahumada;ALFONSO AHUMADA;Inspección de policia;inspección de policia
01/24/2023 02:01:11 PM;Mujer;Rural;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
01/24/2023 01:32:57 PM;Hombre;Rural;Secretaria de cultura y deportes;Marina Neme;Secretaria de cultura y deportes;SECRETARIA DE CULTURA Y DEPORTES;SECRETARIA DE CULTURA Y DEPORTES;SECRETARIA DE CULTURA Y DEPORTES;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Marina;Neme;MARINA NEME;Secretaria de cultura y deportes;secretaria de cultura y deportes
01/19/2023 03:19:54 PM;Hombre;Rural;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
01/19/2023 03:13:25 PM;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;18-26 Años (Juventud);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
01/16/2023 01:44:52 PM;Mujer;Rural;Secretaria de Planeación;Laura Calderon;Secretaria de Planeación;SECRETARIA DE PLANEACIÓN;SECRETARIA DE PLANEACION;SECRETARIA DE PLANEACION;De 10 a 20 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Laura;Calderon;LAURA CALDERON;Secretaria de Planeación;secretaria de planeación
01/13/2023 02:42:19 PM;Mujer;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
01/13/2023 02:40:02 PM;Mujer;Rural;Inspección de policia;Alfonso Ahumada;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Alfonso;Ahumada;ALFONSO AHUMADA;Inspección de policia;inspección de policia
01/13/2023 01:58:17 PM;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
1/12/2023 21:41;Mujer;Rural;Comisaría de Familia;Nancy Rojas;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
1/12/2023 16:13;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
1/12/2023 16:09;Mujer;Rural;Secretaria de Minas y ambiente;Marina Neme;Secretaria de Minas y ambiente;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Marina;Neme;MARINA NEME;Secretaria de Minas y ambiente;secretaria de minas y ambiente
1/12/2023 15:47;Hombre;Rural;Comisaría de Familia;Namcy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Namcy;Rojas;NAMCY ROJAS;Comisaría de Familia;comisaría de familia
1/11/2023 16:29;Hombre;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
1/03/2023 15:27;Mujer;Rural;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
