Institución Educativa Distrital -IED;Deporte;Sexo;Edad (años cumplidos);Peso (kg);Talla (cm);Talla Sentado (cm);Envergadura (cm);Balón Medicinal;Salto Largo;10 x 5 (s);30 m lanzados (s);Wells;Leger;Velocidad Máxima (Course Navette - km h^-1)
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.34;165;73.32;149;320.8;137;19.16;5.41;18;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.45;138;75.67;142;300.9;136;19.15;5.42;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.46;149;73.34;149;320.8;136;19.63;5.41;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;35.67;148;75.23;149;320.8;147;18.52;5.11;19;6;11
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.39;145;73.32;149;320.4;137;18.52;5.12;19;6;11
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.11;150;75.34;149;320.6;137;19.21;5.12;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;35.45;146;76.02;143;320.6;138;19.51;5.11;18;6;11
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.56;143;76.45;142;326.8;137;19.21;5.11;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;37.56;149;75.7;149;321.6;136;19.57;5.43;18;6;11
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.34;149;75.35;143;321.4;146;19.54;5.11;19;6;11
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Mujer;12;38.45;165;73.23;149;300.6;147;19.52;5.12;19;6;11
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.34;163;73.32;149;321.4;147;19.16;5.43;18;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;52.6;143;77;142;340;127;19.7;5.85;37;1;8.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;32.1;140;70;144;300;156;19.37;5.2;36;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Mujer;12;36.4;145;78;149;310;144;19.2;4.38;25;3;9.5
COL INTEGRADO DE FONTIBON IBEP (IED);FUTBOL;Hombre;12;44;143;76;144;310;132;22.11;5.79;19;5;10.5
COL INTEGRADO DE FONTIBON IBEP (IED);FUTBOL;Hombre;12;30;134;70;137;320;135;19.73;6.08;30;7;11.5
COL INTEGRADO DE FONTIBON IBEP (IED);FUTBOL;Hombre;12;39;140;71;135;340;118;19.28;6.3;23;5;10.5
COL INTEGRADO DE FONTIBON IBEP (IED);FUTBOL;Hombre;12;40;165;77;155;440;130;19.22;6.12;21;5;10.5
COL INTEGRADO DE FONTIBON IBEP (IED);FUTBOL;Mujer;12;42;145;77;153;310;122;20.16;5.45;29;3;9.5
COL INTEGRADO DE FONTIBON IBEP (IED);FUTBOL;Mujer;12;45;142;75;152;312;138;19.45;6.22;25;3;9.5
COL INTEGRADO DE FONTIBON IBEP (IED);FUTBOL;Hombre;12;37;143;75;148;410;170;20.21;5.42;35;3;9.5
COL INTEGRADO DE FONTIBON IBEP (IED);FUTBOL;Hombre;12;34;133;66;137;315;120;24.11;6.55;22;3;9.5
COL INTEGRADO DE FONTIBON IBEP (IED);FUTBOL;Mujer;12;57;160;84;160;470;145;20.33;6.88;36;4;10
COL JOSE MARTI (IED);FUTBOL;Hombre;12;39;154;60;156;260;165;21.45;6.16;23;NA;NA
COL JOSE MARTI (IED);FUTBOL;Hombre;12;39;158;61;156;345;203;20.06;5.99;31;6;11
COL JOSE MARTI (IED);FUTBOL;Mujer;12;52;149;74;148;225;121;22.01;6.72;23;4;10
COL LA PALESTINA (IED);FUTBOL;Hombre;12;40.2;147;75;149;321;146;19.67;5.29;20;4;10
COL LA PALESTINA (IED);FUTBOL;Hombre;12;43.2;150;78;152;320;144;19.56;5.67;19;4;10
COL LA PALESTINA (IED);FUTBOL;Hombre;12;42.1;149;77;151;317;145;19.65;5.16;20;4;10
COL LA PALESTINA (IED);FUTBOL;Hombre;12;33.4;140;68;142;320;142;19.54;5.21;19;4;10
COL LA TOSCANA;FUTBOL;Hombre;12;36;135;71;133;350;161;22.19;5.4;20;6;11
COL LA TOSCANA;FUTBOL;Hombre;12;35.4;143;67;142;332;148;21.3;4.68;14;7;11.5
COL LA TOSCANA;FUTBOL;Mujer;12;41.8;154;77;156;360;159;20.93;5.4;20;4;10
COL LA TOSCANA;FUTBOL;Hombre;12;40;156;79;157;400;181;18.47;4.41;12;7;11.5
COL LA TOSCANA;FUTBOL;Hombre;12;38.2;154;76;158;310;171;18.38;4.93;19;4;10
COL LA TOSCANA;FUTBOL;Hombre;12;32.9;144;76;152;354;164;19.5;5.4;26;5;10.5
COL LA TOSCANA;FUTBOL;Hombre;12;30.4;136;68;130;340;150;18.73;4.48;12;6;11
COL LA TOSCANA;FUTBOL;Hombre;12;46.4;154;75;149;380;159;18.9;4.4;20;6;11
COL LA TOSCANA;FUTBOL;Hombre;12;42;145;71;148;273;131;19.15;5.48;16;4;10
COL LA TOSCANA;FUTBOL;Hombre;12;35.8;156;78;157;370;191;16.44;5.05;20;8;12
COL LA TOSCANA;FUTBOL;Hombre;12;52.5;134;84;143;510;172;18.82;10.14;12;3;9.5
COL LA TOSCANA;FUTBOL;Hombre;12;43.7;143;93;132;370;147;19.6;10.6;31;5;10.5
COL LA TOSCANA;FUTBOL;Hombre;12;43;145;95;141;380;128;21.4;11.21;34;5;10.5
COL LA TOSCANA;FUTBOL;Hombre;12;56.1;145;95;145;420;112;21.04;11.7;15;5;10.5
COL LA TOSCANA;FUTBOL;Hombre;12;29.9;145;95;144;360;149;21.07;10.83;20;4;10
COL LA TOSCANA;FUTBOL;Hombre;12;51;156;106;161;490;135;16.31;9.91;25;3;9.5
COL LEON DE GREIFF;FUTBOL;Hombre;12;29.3;138;122;129;350;160;21.98;5.2;19;5;10.5
COL LEON DE GREIFF;FUTBOL;Hombre;12;35.9;142;126;142;330;150;21.74;5.6;19;4;10
COL LEON DE GREIFF;FUTBOL;Hombre;12;37;138;119;141;220;120;22.01;4.8;25;3;9.5
COL LEON DE GREIFF;FUTBOL;Hombre;12;37;146;124;141;220;130;21.8;5.2;26;2;9
COL MANUEL DEL SOCORRO RODRIGUEZ (IED);FUTBOL;Mujer;12;41.1;146;126;149;297;131;21.31;6.37;29;3;9.5
COL MANUEL DEL SOCORRO RODRIGUEZ (IED);FUTBOL;Hombre;12;35.7;145;124.5;151;230;113;19.9;5.05;21;3;9.5
COL MANUEL DEL SOCORRO RODRIGUEZ (IED);FUTBOL;Hombre;12;31.8;142;125;151;282;158;20.15;4.57;6;3;9.5
COL MANUELA BELTRAN (IED);FUTBOL;Hombre;12;36.5;140;72;128;270;131;20;5.62;23;6;11
COL MANUELA BELTRAN (IED);FUTBOL;Hombre;12;29.6;141;72;152;264;190;19.91;4.82;17;5;10.5
COL MANUELA BELTRAN (IED);FUTBOL;Hombre;12;34;148;71;140;309;167;21.02;4.3;20;8;12
COL MANUELA BELTRAN (IED);FUTBOL;Hombre;12;40.8;150;77;168;250;152;20.5;4.86;13;7;11.5
COL MANUELA BELTRAN (IED);FUTBOL;Hombre;12;40.1;149;74;148;298;123;25;5.59;22;8;12
COL MANUELA BELTRAN (IED);FUTBOL;Mujer;12;35.9;146;71;143;395;138;20;5.06;26;7;11.5
COL MANUELA BELTRAN (IED);FUTBOL;Mujer;12;49;156;73;153;410;132;22;4.61;25;6;11
COL MANUELA BELTRAN (IED);FUTBOL;Hombre;12;35.4;152;74;150;320;154;19;4.91;18;9;12.5
COL MANUELA BELTRAN (IED);FUTBOL;Hombre;12;35.9;145;72;140;295;175;19;5.15;17;7;11.5
COL MANUELA BELTRAN (IED);FUTBOL;Hombre;12;41;147;75;145;281;138;16;4.5;19;6;11
COL MANUELA BELTRAN (IED);FUTBOL;Hombre;12;40.5;147;66;138;383;160;19;5.12;29;8;12
COL MANUELA BELTRAN (IED);FUTBOL;Hombre;12;39.5;153;87;154;310;187;20;5.06;22;10;13
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;45.3;148.2;74.2;157;320;128;22.1;5.46;22;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;42.7;159;78.8;158;370;125;23.9;5.82;10;3;9.5
COL NACIONES UNIDAS (IED);FUTBOL;Mujer;12;46.2;156;78.5;162;380;118;27.9;6.45;12;3;9.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;41.1;151.2;76.7;158.5;340;118;22.67;5.56;19;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;32.4;142;72.8;143.2;376;118;22.4;5.65;18;5;10.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;37.6;148;75;147.2;360;114;24.24;5.45;13;5;10.5
COL NACIONES UNIDAS (IED);FUTBOL;Mujer;12;54.8;163;80;158;320;149;26.19;6.04;31;3;9.5
COL NACIONES UNIDAS (IED);FUTBOL;Mujer;12;54.8;159;77;152;300;148;19.04;6.22;22;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;56.4;163;78;157;330;120;20.44;6.15;10;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;39.1;159;73.4;161;330;154;18.47;6.09;30;6;11
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;38.6;155;75.6;148;350;142;17.69;5.66;22;10;13
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;45.7;156.5;72.7;152;250;104;21.78;8.72;29;6;11
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;39.3;153;67.1;145;300;149;18.37;5.4;22;9;12.5
COL NACIONES UNIDAS (IED);FUTBOL;Mujer;12;49.3;154;81.9;157;340;122;21.12;5.3;34;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Mujer;12;39.2;154;81;149;230;115;26.03;6.02;21;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Mujer;12;43.9;150;79;156;330;151;23.34;6.68;29;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;38.4;151;79;154;344;135;21.84;5.74;24;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;57.4;156;80;148;310;99;21.52;5.01;11;6;11
COL NACIONES UNIDAS (IED);FUTBOL;Mujer;12;45.6;154;81;161;335;162;19.96;6.42;34;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Mujer;12;55.2;158;81;160;378;145;22.32;6.15;21;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;45.6;164;84;162;370;156;21.44;5.1;20;6;11
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;35.6;150;75;163;330;150;23.42;5.8;20;6;11
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;46.4;150;74;159;310;142;24.42;5.64;20;5;10.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;35.4;144;70;146;260;145;22.69;5.4;16;5;10.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;32.6;142;75.4;145;310;133;21.28;5.34;14;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;37.8;148;76;146;280;116;23.74;5.79;16;NA;NA
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;42.1;152;76.4;158;200;127;21.65;6.57;15;1;8.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;29;134;69.7;147;289;96;22.29;6.49;22;NA;NA
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;62.4;155;79;158;280;100;21.4;7.01;15;NA;NA
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;37.1;143;73.5;149;270;104;25.48;6.1;7;1;8.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;38.2;141;74.5;145;270;139;24.31;6.23;20.5;1;8.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;32.9;137;69;136;280;128;24.99;5.56;10;1;8.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;45.9;142;69;154;300;153;23.78;4.84;18.5;1;8.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;44.9;159;79.4;163;310;161;24.29;5.39;9;2;9
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;34;136;62;129;280;118;20.97;19.2;12;1;8.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;50;156;77;150;410;159;22.47;5.72;12;4;10
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;42;152;72;138;410;135;25.84;4.88;16;3;9.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;40;162;80;148;380;164;27.32;5.03;16;1;8.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;44;156;71;143;410;162;27.97;5.5;17;1;8.5
COL NACIONES UNIDAS (IED);FUTBOL;Hombre;12;48;145;62;147;410;108;28.66;6.22;16;3;9.5
COL NACIONES UNIDAS (IED);FUTBOL;Mujer;12;40;146;63;151;450;131;23.87;5.81;25;3;9.5
COL NACIONES UNIDAS (IED);FUTBOL;Mujer;12;43;164;80;149;410;126;22.47;5.22;19;2;9
COL NACIONES UNIDAS (IED);FUTBOL;Mujer;12;42;150;64;136;400;148;22.53;5.16;18;1;8.5
COL NUEVA ESPERANZA (IED);FUTBOL;Hombre;12;31;145;85;140;260;130;19.3;19;12.5;12;14
COL NUEVA ESPERANZA (IED);FUTBOL;Hombre;12;42;150;77;149;340;180;21.03;18;13;12;14
COL NUEVA ESPERANZA (IED);FUTBOL;Hombre;12;37;149;78;146;410;180;19.7;19;13.5;9;12.5
COL ORLANDO FALS BORDA (IED);FUTBOL;Mujer;12;37.7;151.6;74;158;330;130;20.05;5.47;16;4;10
COL ORLANDO FALS BORDA (IED);FUTBOL;Hombre;12;48.1;157.5;77.6;162;400;165;17.63;5.25;24;8;12
COL ORLANDO FALS BORDA (IED);FUTBOL;Hombre;12;49.7;158;79;167;470;140;19.56;9.61;28;7;11.5
COL ORLANDO FALS BORDA (IED);FUTBOL;Hombre;12;34.9;146;71.4;150;320;118;19.25;5.68;22;5;10.5
COL ORLANDO FALS BORDA (IED);FUTBOL;Hombre;12;46.1;149;76;148;300;140;17.55;5.33;16;7;11.5
COL ORLANDO FALS BORDA (IED);FUTBOL;Hombre;12;45.5;147;74.3;148;386;148;17.02;5.15;23;8;12
COL ORLANDO FALS BORDA (IED);FUTBOL;Hombre;12;35.5;135;73;136;320;160;16.22;4.91;29;6;11
COL REPUBLICA EEUU DE AMERICA (IED);FUTBOL;Hombre;12;37.2;156;70;146;390;208;19.35;4.7;20;5;10.5
COL REPUBLICA EEUU DE AMERICA (IED);FUTBOL;Hombre;12;34.7;152;76;159;420;208;19.85;4.51;18;4;10
COL REPUBLICA EEUU DE AMERICA (IED);FUTBOL;Mujer;12;46.5;142;80;162;370;165;25;5.29;19;4;10
COL REPUBLICA EEUU DE AMERICA (IED);FUTBOL;Hombre;12;44.5;134;76;156;270;125;22.52;4.45;21;4;10
COL REPUBLICA EEUU DE AMERICA (IED);FUTBOL;Hombre;12;33.6;139;74;146;325;170;25.16;6.58;23;3;9.5
COL REPUBLICA EEUU DE AMERICA (IED);FUTBOL;Hombre;12;51.8;157.5;97.5;138;420;138;25.38;5.12;24;2;9
COL REPUBLICA EEUU DE AMERICA (IED);FUTBOL;Hombre;12;44.2;139;79;129;312;122;21.5;5.15;16;1;8.5
COL SIMON RODRIGUEZ (IED);FUTBOL;Hombre;12;47;153;71;148;300;148;25.84;5.35;15;4;10
COL SIMON RODRIGUEZ (IED);FUTBOL;Hombre;12;49;165;72;160;280;160;24.35;5.74;15;4;10
COL SIMON RODRIGUEZ (IED);FUTBOL;Hombre;12;39;135;78;165;450;186;29.46;4.49;16;4;10
COL SIMON RODRIGUEZ (IED);FUTBOL;Hombre;12;52;161;80;168;518;170;28.8;5;18;3;9.5
COL SIMON RODRIGUEZ (IED);FUTBOL;Hombre;12;29;138;80;154;310;165;30.4;4.81;28;3;9.5
COL SIMON RODRIGUEZ (IED);FUTBOL;Hombre;12;51;162;82;158;520;171;27.9;4.96;26;4;10
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;51.2;157;76.5;166;473;207;20.13;4.71;18;6;11
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;36.3;158;80.5;149;465;150;21.1;4.58;14;6;11
COL TOMAS CARRASQUILLA (IED);FUTBOL;Mujer;12;44.2;151;74.5;152;371;143;22.13;4.74;35;4;10
COL TOMAS CARRASQUILLA (IED);FUTBOL;Mujer;12;42.5;159;83;160;361;172;20.93;5.01;34;4;10
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;43.4;152;75;151;372;117;21.46;5.99;23;3;9.5
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;47.2;155;75.3;163;412;178;17.57;5.61;31;3;9.5
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;56;148;69.1;155;410;164;18.07;4.55;26;3;9.5
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;40.1;140;70;142;372;156;18.22;4.77;32;4;10
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;32.7;142;71.2;148;392;173;19.2;4.54;12;4;10
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;53.2;144;72.4;149;314;122;21.94;5.55;12;4;10
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;38.5;141;70.8;148;415;170;18.56;4.96;16;5;10.5
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;51.5;141;70.7;149;303;167;18.71;4.72;12;3;9.5
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;42;140;68;145;432;172;21.77;6.37;20;5;10.5
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;34.6;136;67;150;341;155;19.37;5.26;20;6;11
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;48.1;150;75;163;365;150;18.06;6.32;26;5;10.5
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;35.1;138;74;143;341;153;19.36;4.42;22;6;11
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;37;154;78;160;360;146;17.4;5.42;30;7;11.5
COL TOMAS CARRASQUILLA (IED);FUTBOL;Mujer;12;43;150;73;152;380;163;16.45;5.51;25;6;11
COL TOMAS CARRASQUILLA (IED);FUTBOL;Mujer;12;38;149;74;150;320;163;19.31;6.62;25;6;11
COL TOMAS CARRASQUILLA (IED);FUTBOL;Mujer;12;44;151;75;157;290;135;18.91;5.32;15;7;11.5
COL TOMAS CARRASQUILLA (IED);FUTBOL;Mujer;12;49;156;78;157;370;142;19;6.32;19;6;11
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;36.4;139;66;141;451;163;23.47;6.2;23;6;11
COL TOMAS CARRASQUILLA (IED);FUTBOL;Mujer;12;37.8;141;68;145;354;116;21.18;4.9;30;7;11.5
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;30.9;137;64;140;348;130;17.4;6.15;26;3;9.5
COL TOMAS CARRASQUILLA (IED);FUTBOL;Hombre;12;39.6;141;69;145;393;170;18.4;5.2;21;4;10
COMUNIDAD1;FUTBOL;Hombre;12;38.9;140;70;138;230;165;22;5.63;8;4;10
COMUNIDAD1;FUTBOL;Hombre;12;39.1;148;75;151;373;186;22.77;5.63;23;6;11
COMUNIDAD1;FUTBOL;Hombre;12;32.7;140;71;140;390;197;19.78;5.09;29;7;11.5
COMUNIDAD1;FUTBOL;Hombre;12;36.4;145;75;141;270;175;19.56;5.6;18;3;9.5
COMUNIDAD1;FUTBOL;Hombre;12;47;139;73;145;340;130;21.13;5.84;27;4;10
COMUNIDAD1;FUTBOL;Hombre;12;44.4;155;76;163;382;166;20.4;5.34;24;6;11
COMUNIDAD1;FUTBOL;Hombre;12;40;153;78;150;310;137;19.22;5.12;25;3;9.5
COMUNIDAD1;FUTBOL;Hombre;12;35.4;144;72;143;290;120;20.78;5.22;13;4;10
COMUNIDAD1;FUTBOL;Hombre;12;54;150;79;151;430;120;20.34;5.15;18;2;9
COMUNIDAD1;FUTBOL;Hombre;12;36.7;146;72;148;320;112;19.6;5.86;19;3;9.5
COMUNIDAD1;FUTBOL;Hombre;12;38.1;144;74;151;310;150;18.96;5.88;32;7;11.5
COMUNIDAD1;FUTBOL;Hombre;12;31.7;135;70;131;198;108;22.74;6.81;19;1;8.5
COMUNIDAD1;FUTBOL;Hombre;12;35.9;152;75;156;260;152;19.4;5.34;15;5;10.5
COMUNIDAD1;FUTBOL;Hombre;12;29.9;144;70;144;280;111;17.7;5.34;20;4;10
COMUNIDAD1;FUTBOL;Hombre;12;37.7;145;73;151;290;132;17.78;5.6;22;5;10.5
COMUNIDAD1;FUTBOL;Mujer;12;39.5;150;77;151;360;120;21.02;5.27;31;5;10.5
COMUNIDAD1;FUTBOL;Hombre;12;46.8;153.8;77.4;159;450;160;17.66;4.94;19;5;10.5
COMUNIDAD1;FUTBOL;Hombre;12;45.7;157;78.5;163;380;148;18.45;5.26;7;8;12
COMUNIDAD1;FUTBOL;Hombre;12;37.5;150;74;152.5;330;173;18.42;5.1;19;6;11
COMUNIDAD1;FUTBOL;Hombre;12;50;156.3;79;158;420;148;18.6;4.94;20;7;11.5
COMUNIDAD1;FUTBOL;Hombre;12;42.6;146.2;73.5;145;390;158;17.34;4.87;13;6;11
COMUNIDAD1;FUTBOL;Mujer;12;37.7;152.3;76.3;154.5;370;140;21.61;5.91;13;4;10
COMUNIDAD1;FUTBOL;Hombre;12;33.1;137;68.2;134.5;330;120;20.49;6.1;24;5;10.5
COMUNIDAD1;FUTBOL;Hombre;12;53.3;160.8;81.4;164;360;147;19.45;5.52;17;5;10.5
COMUNIDAD1;FUTBOL;Hombre;12;41.2;151.8;77.1;155.5;380;151.4;19.76;4.54;20;5;10.5
COMUNIDAD1;FUTBOL;Hombre;12;38.8;150.2;77.6;155;370;168;18.5;5.03;25;6;11
COMUNIDAD1;FUTBOL;Hombre;12;32.9;156.4;78.4;162;440;143;19.03;4.85;30;5;10.5
COMUNIDAD1;FUTBOL;Hombre;12;45.3;150;71;153;480;154;19.3;5.63;17;8;12
COMUNIDAD1;FUTBOL;Hombre;12;58.2;149;82.2;154;450;122;19.87;5.34;29;6;11
COMUNIDAD1;FUTBOL;Hombre;12;40.1;152;76.5;164.5;340;156;19.23;4.86;20;4;10
COMUNIDAD1;FUTBOL;Hombre;12;37;140.5;71.5;145;280;144;19.43;5.06;19;4;10
COMUNIDAD1;FUTBOL;Hombre;12;39;141.2;72;142;370;174;17.22;4.85;17;5;10.5
COMUNIDAD1;FUTBOL;Hombre;12;55.5;138;73.2;140;350;116;18.1;4.9;16;5;10.5
COMUNIDAD1;FUTBOL;Hombre;12;35.7;148.6;74.5;148;370;162;17.69;4.84;20;10;13
COMUNIDAD1;FUTBOL;Hombre;12;30.1;132.6;71.4;140;330;168;18.34;5.1;28;4;10
COMUNIDAD1;FUTBOL;Hombre;12;37.7;143.7;74.4;148.7;340;190;20.59;4.88;32;4;10
COMUNIDAD1;FUTBOL;Hombre;12;49.1;146.4;71.7;151;310;133;19.88;6.2;18;2;9
COMUNIDAD1;FUTBOL;Hombre;12;53;153.1;79;160;350;132;22.9;5.54;13;4;10
COMUNIDAD1;FUTBOL;Hombre;12;34.2;136.7;71.1;144;270;145;21.41;6.93;30;5;10.5
COMUNIDAD1;FUTBOL;Hombre;12;38.4;154.3;76.8;163;390;187;17.43;5.03;22;4;10
COMUNIDAD1;FUTBOL;Hombre;12;44;154;77;134;340;160;26.6;5.1;20;4;10
COMUNIDAD1;FUTBOL;Hombre;12;29.7;133;68;138;198;140;25.87;5.19;17;4;10
COL AGUSTIN FERNANDEZ (IED);FUTBOL SALA;Mujer;12;47;145;74.05;149;233;124;20.15;7.5;31;6;11
COL AGUSTIN FERNANDEZ (IED);FUTBOL SALA;Hombre;12;35;138;76.06;140;232;149;20.1;9.3;25;4;10
COL AGUSTIN FERNANDEZ (IED);FUTBOL SALA;Mujer;12;49.02;150;81;160;310;140;23.4;6.3;21;3;9.5
COL AGUSTIN FERNANDEZ (IED);FUTBOL SALA;Mujer;12;49;155;70;144;340;170;20.8;7.4;30;3;9.5
COL AGUSTIN FERNANDEZ (IED);FUTBOL SALA;Hombre;12;38;141;74.05;144;310;182;20.4;8;21;2;9
COL AGUSTIN FERNANDEZ (IED);FUTBOL SALA;Hombre;12;35;143;76.02;154;210;160;21.1;8;10;8;12
COL AGUSTIN FERNANDEZ (IED);FUTBOL SALA;Hombre;12;37;130;72;127;242;118;23.84;5.21;17;4;10
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;39;153;99;142;182;183;19.8;13;29;4;10
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;40;156;66;155;302;132;19;6.1;24;3;9.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;49;156;72;142;390;162;21.32;5.9;24;3;9.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;46.5;149;78.5;157;430;146;21.02;6.62;25;3;9.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;48.8;157;81;165;190;165;20.82;4.98;23;5;10.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;32.6;138;69;134;315;142;20.55;5.56;11.5;5;10.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;40.6;151;78;152;490;175;18.12;5.9;23.5;7;11.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;45.9;141;73;141;330;138.3;21.12;5.37;14;6;11
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;42;142;73;147;480;180;21.96;6.72;20;5;10.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;42;155;77;157;400;123;20.12;5.62;23;6;11
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;51;154;72;156;310;141;20.32;5.96;12;3;9.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;32.5;143;71;140;330;147;20.01;6.72;15;5;10.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;42;145;73;149;430;160;17.86;5.06;21;6;11
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;43;144;76;148;380;138;19.05;5.26;23;7;11.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;39.7;152;74;151;322;156;19.92;6.12;19;4;10
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;42.4;158;125;154;420;128;23.33;6;23.4;3;9.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Mujer;12;39.5;142;73;138;320;140;20.49;7.56;22.1;4;10
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Mujer;12;42.5;152;77;155;400;123;25;6.95;28;5;10.5
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;37.7;146;75;150;300;148;20.07;5.87;27;2;9
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;54.3;154;79;163;350;158;22.76;5.47;24;4;10
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;40.8;147;75;153;320;169;18.85;5.37;19;4;10
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Hombre;12;57.8;160;83;166;380;174;18.59;5.19;27;4;10
COL ALEXANDER FLEMING (IED);FUTBOL SALA;Mujer;12;39.4;146;77;148;350;142;32.44;6.93;16;3;9.5
